Dealership,Address,Phone,Year,Make Model,Vehicle Odometer,Vehicle VIN,Amount,Bid Type,Auction Date
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,19296,JN1AV7AP9EM690909,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,42512,JN1CV6AP5DM302947,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,42512,JN1CV6AP5DM302947,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,23296,JN1CV6AP0DM721868,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,21069,JN1BV7AP8EM689819,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,19932,JN1BV7AP0EM680872,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,31561,JN1CV6AP3DM726594,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,30049,JN1CV6AP2DM719927,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 AWD V6,19246,JN1BV7AR8EM690986,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 AWD V6,19246,JN1BV7AR8EM690986,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,19717,JN1BV7AP4EM670863,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,19717,JN1BV7AP4EM670863,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,20922,JN1CV6APXDM712031,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 FWD,43740,5N1AL0MN7DC303360,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 FWD,43740,5N1AL0MN7DC303360,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,13562,JN1CV6AP7DM710933,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,13562,JN1CV6AP7DM710933,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,19296,JN1AV7AP9EM690909,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,19296,JN1AV7AP9EM690909,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,42512,JN1CV6AP5DM302947,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,42512,JN1CV6AP5DM302947,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,23296,JN1CV6AP0DM721868,,Bid,2/24/2016 6:09:09 PM
DONOHOO AUTO LLC,,
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,21069,JN1BV7AP8EM689819,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,24095,JN1CV6AP7DM723889,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI M37 4X2,37514,JN1BY1AP4DM512963,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,20034,JN1BV7AP9EM673418,,Bid,2/24/2016 5:47:31 PM
,,,2012,INFINITI G37 4X2 JOURNEY,15201,JN1CV6AP4CM931436,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,24862,JN1CV6AP7DM713637,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,28679,JN1CV6AP1DM719241,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,17570,JN1CV6AP3DM304387,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,39653,JN1CV6AP8DM714408,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,39653,JN1CV6AP8DM714408,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2012,INFINITI G37 4X2 JOURNEY,31347,JN1CV6APXCM933370,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,15800,JN1CV6AP7DM715226,,Bid,2/24/2016 5:47:31 PM
,,,2012,INFINITI G37 4X2 JOURNEY,59214,JN1CV6EK4CM420016,,Bid,2/24/2016 5:47:31 PM
,,,2010,INFINITI G37 4X2 JOURNEY,55008,JN1CV6AP1AM403754,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,29064,JN1CV6AP5DM717282,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,29064,JN1CV6AP5DM717282,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2011,INFINITI G25 AWD X,43016,JN1DV6AR7BM451699,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,21069,JN1BV7AP8EM689819,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,24095,JN1CV6AP7DM723889,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI M37 4X2,37514,JN1BY1AP4DM512963,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,20034,JN1BV7AP9EM673418,,Bid,2/24/2016 6:09:09 PM
,,,2012,INFINITI G37 4X2 JOURNEY,15201,JN1CV6AP4CM931436,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,24862,JN1CV6AP7DM713637,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,28679,JN1CV6AP1DM719241,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,17570,JN1CV6AP3DM304387,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,39653,JN1CV6AP8DM714408,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,39653,JN1CV6AP8DM714408,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2012,INFINITI G37 4X2 JOURNEY,31347,JN1CV6APXCM933370,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,15800,JN1CV6AP7DM715226,,Bid,2/24/2016 6:09:09 PM
,,,2012,INFINITI G37 4X2 JOURNEY,59214,JN1CV6EK4CM420016,,Bid,2/24/2016 6:09:09 PM
,,,2010,INFINITI G37 4X2 JOURNEY,55008,JN1CV6AP1AM403754,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,29064,JN1CV6AP5DM717282,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,29064,JN1CV6AP5DM717282,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2011,INFINITI G25 AWD X,43016,JN1DV6AR7BM451699,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
METRO INFINITI INC,,
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,21069,JN1BV7AP8EM689819,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2012,INFINITI EX35 4X2 JOURNEY,47551,JN1AJ0HP3CM401254,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 FWD,46983,5N1AL0MN7DC309630,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,6341,JN1BV7APXEM676442,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,26433,JN1BV7AP1EM672893,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,23892,JN1BV7AP8EM691313,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 FWD,30551,5N1AL0MN9DC313842,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI M37 4X2,43341,JN1BY1AP2DM510953,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 AWD,51496,5N1AL0MM0DC335364,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2012,INFINITI FX35 4X2,39117,JN8AS1MU5CM121769,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 FWD,38460,5N1AL0MN7DC327741,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,22238,JN1CV6EK7DM900990,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,52460,JN1CV6AP5DM710817,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6 SPORT,24440,JN1BV7AP1EM683053,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,18038,JN1CV6APXDM710361,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,23027,JN1CV6EKXDM921431,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,17144,JN1BV7AP8EM680666,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,31244,JN1CV6EK7DM900780,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,39624,JN1CV6EK5DM900938,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,26189,JN1BV7AP8EM684328,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,16682,JN1CV6AP1DM714668,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,21069,JN1BV7AP8EM689819,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2012,INFINITI EX35 4X2 JOURNEY,47551,JN1AJ0HP3CM401254,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 FWD,46983,5N1AL0MN7DC309630,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,6341,JN1BV7APXEM676442,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,26433,JN1BV7AP1EM672893,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,23892,JN1BV7AP8EM691313,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 FWD,30551,5N1AL0MN9DC313842,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI M37 4X2,43341,JN1BY1AP2DM510953,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 AWD,51496,5N1AL0MM0DC335364,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2012,INFINITI FX35 4X2,39117,JN8AS1MU5CM121769,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 FWD,38460,5N1AL0MN7DC327741,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,22238,JN1CV6EK7DM900990,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,52460,JN1CV6AP5DM710817,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6 SPORT,24440,JN1BV7AP1EM683053,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,18038,JN1CV6APXDM710361,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,23027,JN1CV6EKXDM921431,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,17144,JN1BV7AP8EM680666,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,31244,JN1CV6EK7DM900780,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,39624,JN1CV6EK5DM900938,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,26189,JN1BV7AP8EM684328,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,16682,JN1CV6AP1DM714668,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
E TYPE MOTORS,,
,,,2013,INFINITI G37 4X2 JOURNEY,24095,JN1CV6AP7DM723889,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,29427,JN1BV7AP0EM678944,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,17286,JN1CV6AP4DM726054,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,21244,JN1BV7AP4EM683158,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,24095,JN1CV6AP7DM723889,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,29427,JN1BV7AP0EM678944,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,17286,JN1CV6AP4DM726054,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,21244,JN1BV7AP4EM683158,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
BUICK GMC OF VACAVILLE,,
,,,2012,INFINITI QX56 4X2 8,38933,JN8AZ2NDXC9716281,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,14982,JN1BV7AP0EM685375,,SOLD,2/24/2016 5:47:31 PM
,,,2012,INFINITI QX56 4X2 8,38933,JN8AZ2NDXC9716281,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,14982,JN1BV7AP0EM685375,,SOLD,2/24/2016 6:09:09 PM
INFINITI OF THOUSAND OAKS,,
,,,2013,INFINITI G37 4X2 JOURNEY,9612,JN1CV6AP6DM723737,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,20922,JN1CV6APXDM712031,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,19850,JN1CV6AP5DM712454,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI M37 4X2,28044,JN1BY1AP5DM511272,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI M37 4X2,28044,JN1BY1AP5DM511272,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,29135,JN1BV7AP0EM681570,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,26433,JN1BV7AP1EM672893,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,44948,JN1CV6AP9DM300036,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,44948,JN1CV6AP9DM300036,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,21302,JN1BV7AP1EM682341,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,21302,JN1BV7AP1EM682341,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,6579,JN1BV7APXEM690339,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI M37 4X2,25752,JN1BY1AP9DM510254,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6 SPORT,24440,JN1BV7AP1EM683053,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2012,INFINITI G37 4X2 BASE,19827,JN1CV6FE8CM202380,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,27307,JN1AV7AP8EM690576,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,16093,JN1CV6AP2DM713514,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,17237,JN1BV7AP2EM684132,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,17237,JN1BV7AP2EM684132,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,11399,JN1BV7AP9EM676609,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,11399,JN1BV7AP9EM676609,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2012,INFINITI G37 4X2 BASE,16467,JN1CV6FE5CM203518,,Bid,2/24/2016 5:47:31 PM
,,,2012,INFINITI G37 4X2 BASE,16467,JN1CV6FE5CM203518,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2012,INFINITI G37 4X2 BASE,25720,JN1CV6FEXCM200937,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 SPORT,28274,JN1CV6EK7DM920348,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 SPORT,28274,JN1CV6EK7DM920348,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI M37 4X2,22201,JN1BY1AP3DM511495,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,16682,JN1CV6AP1DM714668,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,18377,JN1BV7AP9EM674925,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,18377,JN1BV7AP9EM674925,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,17486,JN1CV6AP2DM725758,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,9612,JN1CV6AP6DM723737,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,20922,JN1CV6APXDM712031,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,19850,JN1CV6AP5DM712454,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI M37 4X2,28044,JN1BY1AP5DM511272,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI M37 4X2,28044,JN1BY1AP5DM511272,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,29135,JN1BV7AP0EM681570,,Bid,2/24/2016 6:09:09 PM
